Code,Name,Country,Exchange,Currency,Type,Isin
CRGOW,Freightos Limited Warrants,USA,NASDAQ,USD,Common Stock,
CRGX,"CARGO Therapeutics, Inc. Common Stock",USA,NASDAQ,USD,Common Stock,
CRIS,Curis Inc,USA,NASDAQ,USD,Common Stock,US2312692005
CRKN,Crown Electrokinetics Corp.,USA,NASDAQ,USD,Common Stock,US2283392064
CRMD,CorMedix Inc,USA,NASDAQ,USD,Common Stock,US21900C3088
CRML,Critical Metals Corp. Ordinary Shares,USA,NASDAQ,USD,Common Stock,
CRMLW,Critical Metals Corp. Warrants,USA,NASDAQ,USD,Common Stock,
CRMT,Americas Car-Mart Inc,USA,NASDAQ,USD,Common Stock,US03062T1051
CRNC,Cerence Inc,USA,NASDAQ,USD,Common Stock,US1567271093
CRNT,Ceragon Networks Ltd,USA,NASDAQ,USD,Common Stock,IL0010851660
CRNX,Crinetics Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US22663K1079
CRON,Cronos Group Inc,USA,NASDAQ,USD,Common Stock,CA22717L1013
CROX,Crocs Inc,USA,NASDAQ,USD,Common Stock,US2270461096
CRSP,Crispr Therapeutics AG,USA,NASDAQ,USD,Common Stock,CH0334081137
CRSR,Corsair Gaming Inc,USA,NASDAQ,USD,Common Stock,US22041X1028
CRTO,Criteo Sa,USA,NASDAQ,USD,Common Stock,US2267181046
CRUS,Cirrus Logic Inc,USA,NASDAQ,USD,Common Stock,US1727551004
CRVL,CorVel Corp,USA,NASDAQ,USD,Common Stock,US2210061097
CRVO,CervoMed Inc.,USA,NASDAQ,USD,Common Stock,
CRVS,Corvus Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US2210151005
CRWD,Crowdstrike Holdings Inc,USA,NASDAQ,USD,Common Stock,US22788C1053
CRWS,Crown Crafts Inc,USA,NASDAQ,USD,Common Stock,US2283091005
CSA,VictoryShares US Small Cap Volatility Wtd ETF,USA,NASDAQ,USD,ETF,US92647N8323
CSB,VictoryShares US Small Cap High Div Volatility Wtd ETF,USA,NASDAQ,USD,ETF,US92647N8737
CSBR,Champions Oncology Inc,USA,NASDAQ,USD,Common Stock,US15870P3073
CSCI,COSCIENS Biopharma Inc.,USA,NASDAQ,USD,Common Stock,
CSCO,Cisco Systems Inc,USA,NASDAQ,USD,Common Stock,US17275R1023
CSF,VictoryShares US Discovery Enhanced Volatility Wtd ETF,USA,NASDAQ,USD,ETF,US92647N7747
CSGP,CoStar Group Inc,USA,NASDAQ,USD,Common Stock,US22160N1090
CSGS,CSG Systems International Inc,USA,NASDAQ,USD,Common Stock,US1263491094
CSIQ,Canadian Solar Inc,USA,NASDAQ,USD,Common Stock,CA1366351098
CSLM,Consilium Acquisition I Ltd Corp,USA,NASDAQ,USD,Common Stock,KYG2365L1014
CSLMR,Consilium Acquisition Corp I Ltd. Right,USA,NASDAQ,USD,Common Stock,
CSLMU,Consilium Acquisition I Ltd Corp Unit,USA,NASDAQ,USD,Unit,KYG2365L1352
CSLMW,Consilium Acquisition Corp I Ltd. Warrant,USA,NASDAQ,USD,Common Stock,
CSLR,"Complete Solaria, Inc. Common Stock",USA,NASDAQ,USD,Common Stock,
CSLRW,"Complete Solaria, Inc. Warrants",USA,NASDAQ,USD,Common Stock,
CSPI,CSP Inc,USA,NASDAQ,USD,Common Stock,US1263891053
CSQ,Calamos Strategic Total Return Closed Fund,USA,NASDAQ,USD,FUND,US1281251017
CSSEL,Chicken Soup for the Soul Entertainment Inc,USA,NASDAQ,USD,Common Stock,
CSSEN,Chicken Soup for The Soul Entertainment 9 50 Notes due 2025,USA,NASDAQ,USD,Common Stock,US16842Q3083
CSTE,Caesarstone Ltd,USA,NASDAQ,USD,Common Stock,IL0011259137
CSTL,Castle Biosciences Inc,USA,NASDAQ,USD,Common Stock,US14843C1053
CSWC,Capital Southwest Corporation,USA,NASDAQ,USD,Common Stock,US1405011073
CSWCZ,Capital Southwest Corporation 7.75% Notes due 2028,USA,NASDAQ,USD,Notes,
CSWI,CSW Industrials Inc,USA,NASDAQ,USD,Common Stock,US1264021064
CSX,CSX Corporation,USA,NASDAQ,USD,Common Stock,US1264081035
CTAS,Cintas Corporation,USA,NASDAQ,USD,Common Stock,US1729081059
CTBI,Community Trust Bancorp Inc,USA,NASDAQ,USD,Common Stock,US2041491083
CTCX,Carmell Therapeutics Corporation,USA,NASDAQ,USD,Common Stock,
CTCXW,Carmell Therapeutics Corporation,USA,NASDAQ,USD,Common Stock,
CTEC,Global X CleanTech ETF,USA,NASDAQ,USD,ETF,US37954Y2283
CTHR,Charles & Colvard Ltd,USA,NASDAQ,USD,Common Stock,US1597651066
CTKB,Cytek Biosciences Inc,USA,NASDAQ,USD,Common Stock,US23285D1090
CTLP,Cantaloupe Inc,USA,NASDAQ,USD,Common Stock,US1381031061
CTMX,CytomX Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US23284F1057
CTNM,"Contineum Therapeutics, Inc. Class A Common Stock",USA,NASDAQ,USD,Common Stock,
CTNT,Cheetah Net Supply Chain Service Inc. Class A Common Stock,USA,NASDAQ,USD,Common Stock,
CTOR,CTOR,USA,NASDAQ,USD,Common Stock,
CTRM,Castor Maritime Inc,USA,NASDAQ,USD,Common Stock,MHY1146L1258
CTRN,Citi Trends Inc,USA,NASDAQ,USD,Common Stock,US17306X1028
CTSH,Cognizant Technology Solutions Corp Class A,USA,NASDAQ,USD,Common Stock,US1924461023
CTSO,Cytosorbents Crp,USA,NASDAQ,USD,Common Stock,US23283X2062
CTXR,Citius Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US17322U2078
CUBA,Herzfeld Caribbean Basin Closed Fund,USA,NASDAQ,USD,FUND,US42804T1060
CUBWU,Lionheart Holdings Unit,USA,NASDAQ,USD,Common Stock,
CUE,Cue Biopharma,USA,NASDAQ,USD,Common Stock,US22978P1066
CULL,Cullman Bancorp Inc.,USA,NASDAQ,USD,Common Stock,US2301531081
CURI,Curiositystream Inc.,USA,NASDAQ,USD,Common Stock,US23130Q1076
CURIW,CuriosityStream Inc,USA,NASDAQ,USD,Common Stock,
CUTR,Cutera Inc,USA,NASDAQ,USD,Common Stock,US2321091082
CVAC,CureVac NV,USA,NASDAQ,USD,Common Stock,NL0015436031
CVBF,CVB Financial Corporation,USA,NASDAQ,USD,Common Stock,US1266001056
CVCO,Cavco Industries Inc,USA,NASDAQ,USD,Common Stock,US1495681074
CVGI,Commercial Vehicle Group Inc,USA,NASDAQ,USD,Common Stock,US2026081057
CVGW,Calavo Growers Inc,USA,NASDAQ,USD,Common Stock,US1282461052
CVII,Churchill Capital Corp VII Class A Common Stock,USA,NASDAQ,USD,Common Stock,US17144M1027
CVIIW,Churchill Capital Corp VII Warrants,USA,NASDAQ,USD,Common Stock,
CVKD,"Cadrenal Therapeutics, Inc. Common Stock",USA,NASDAQ,USD,Common Stock,
CVLG,"Covenant Logistics Group, Inc.",USA,NASDAQ,USD,Common Stock,US22284P1057
CVLT,CommVault Systems Inc,USA,NASDAQ,USD,Common Stock,US2041661024
CVRX,CVRx Inc,USA,NASDAQ,USD,Common Stock,US1266381052
CVV,CVD Equipment Corporation,USA,NASDAQ,USD,Common Stock,US1266011030
CWBC,Community West Bancshares,USA,NASDAQ,USD,Common Stock,US2041571017
CWBR,CohBar Inc,USA,NASDAQ,USD,Common Stock,US19249J1097
CWCO,Consolidated Water Co Ltd,USA,NASDAQ,USD,Common Stock,KYG237731073
CWD,CaliberCos Inc. Class A Common Stock,USA,NASDAQ,USD,Common Stock,
CWST,Casella Waste Systems Inc,USA,NASDAQ,USD,Common Stock,US1474481041
CXAI,CXApp Inc.,USA,NASDAQ,USD,Common Stock,
CXAIW,CXApp Inc.,USA,NASDAQ,USD,Common Stock,
CXDO,Crexendo Inc,USA,NASDAQ,USD,Common Stock,US2265521078
CXSE,WisdomTree China ex-State-Owned Enterprises Fund,USA,NASDAQ,USD,ETF,US97717X7194
CYAN,Cyanotech Corporation,USA,NASDAQ,USD,Common Stock,US2324373016
CYBR,CyberArk Software Ltd,USA,NASDAQ,USD,Common Stock,IL0011334468
CYCC,Cyclacel Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US23254L6039
CYCCP,Cyclacel Pharmaceuticals Inc,USA,NASDAQ,USD,Preferred Stock,US23254L2079
CYCN,Cyclerion Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US23255M1053
CYN,Cyngn Inc,USA,NASDAQ,USD,Common Stock,US23257B1070
CYRX,Cryoport Inc,USA,NASDAQ,USD,Common Stock,US2290503075
CYTH,Cyclo Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US23254X2018
CYTHW,Cyclo Therapeutics Inc,USA,NASDAQ,USD,Common Stock,
CYTK,Cytokinetics Inc,USA,NASDAQ,USD,Common Stock,US23282W6057
CYTO,Altamira Therapeutics Ltd,USA,NASDAQ,USD,Common Stock,BMG0360L1000
CZAR,Themes Natural Monopoly ETF,USA,NASDAQ,USD,ETF,
CZFS,Citizens Financial Services Inc. Common Stock,USA,NASDAQ,USD,Common Stock,US1746151042
CZNC,Citizens & Northern Corp,USA,NASDAQ,USD,Common Stock,US1729221069
CZR,Caesars Entertainment Corporation,USA,NASDAQ,USD,Common Stock,US12769G1004
CZWI,Citizens Community Bancorp Inc,USA,NASDAQ,USD,Common Stock,US1749031043
DADA,Dada Nexus Ltd,USA,NASDAQ,USD,Common Stock,US23344D1081
DAIO,Data I/O Corporation,USA,NASDAQ,USD,Common Stock,US2376901029
DAKT,Daktronics Inc,USA,NASDAQ,USD,Common Stock,US2342641097
DALI,First Trust Dorsey Wright DALI 1 ETF,USA,NASDAQ,USD,ETF,US33738R7127
DALN,Dallasnews Corp,USA,NASDAQ,USD,Common Stock,US2350501019
DAPP,VanEck Digital Transformation ETF,USA,NASDAQ,USD,ETF,US92189H8218
DARE,Dare Bioscience Inc,USA,NASDAQ,USD,Common Stock,US23666P1012
DASH,"DoorDash, Inc. Class A Common Stock",USA,NASDAQ,USD,Common Stock,US25809K1051
DATS,DatChat Inc,USA,NASDAQ,USD,Common Stock,US23816M2061
DATSW,DatChat Inc. Series A Warrant,USA,NASDAQ,USD,Common Stock,
DAVE,Dave Inc,USA,NASDAQ,USD,Common Stock,US23834J1025
DAVEW,Dave Inc. Warrants,USA,NASDAQ,USD,Common Stock,
DAWN,Day One Biopharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US23954D1090
DAX,Global X DAX Germany ETF,USA,NASDAQ,USD,ETF,US37954Y4917
DBGI,Digital Brands Group Inc,USA,NASDAQ,USD,Common Stock,US25401N1019
DBGIW,Digital Brands Group Inc,USA,NASDAQ,USD,Common Stock,
DBVT,DBV Technologies,USA,NASDAQ,USD,Common Stock,US23306J1016
DBX,Dropbox Inc,USA,NASDAQ,USD,Common Stock,US26210C1045
DCAP,Unity Wealth Partners Dynamic Capital Appreciation & Options ETF,USA,NASDAQ,USD,ETF,
DCBO,Docebo Inc,USA,NASDAQ,USD,Common Stock,CA25609L1058
DCFC,Tritium Dcfc Ltd,USA,NASDAQ,USD,Common Stock,AU0000205205
DCFCQ,Tritium DCFC Limited,USA,NASDAQ,USD,Common Stock,
DCFCW,Tritium DCFC Limited Warrant,USA,NASDAQ,USD,Common Stock,
DCFWQ,Tritium DCFC Limited,USA,NASDAQ,USD,Common Stock,
DCGO,DocGo Inc,USA,NASDAQ,USD,Common Stock,US2560861096
DCOM,Dime Community Bancshares Inc,USA,NASDAQ,USD,Common Stock,US25432X1028
DCOMG,"Dime Community Bancshares, Inc. 9.000% Fixed-to-Floating Rate Subordinated Notes due 2034",USA,NASDAQ,USD,Common Stock,
DCOMP,Dime Community Bancshares Inc PR,USA,NASDAQ,USD,Preferred Stock,US25432X2018
DCTH,Delcath Systems Inc,USA,NASDAQ,USD,Common Stock,US24661P8077
DDI,Doubledown Interactive Co Ltd,USA,NASDAQ,USD,Common Stock,US25862B1098
DDIV,First Trust RBA Quality Income,USA,NASDAQ,USD,ETF,US33738R6962
DDOG,Datadog Inc,USA,NASDAQ,USD,Common Stock,US23804L1035
DECA,Denali Capital Acquisition Corp. Class A Ordinary Shares,USA,NASDAQ,USD,Common Stock,KYG6256B1068
DECAU,Denali Capital Acquisition Corp Unit,USA,NASDAQ,USD,Unit,KYG6256B1225
DECAW,Denali Capital Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
DEMZ,Democratic Large Cap Core ETF,USA,NASDAQ,USD,ETF,US00774Q3469
DENN,Denny’s Corp,USA,NASDAQ,USD,Common Stock,US24869P1049
DERM,Journey Medical Corp,USA,NASDAQ,USD,Common Stock,US48115J1097
DFGP,Dimensional Global Core Plus Fixed Income ETF,USA,NASDAQ,USD,ETF,
DFGX,Dimensional Global ex US Core Fixed Income ETF,USA,NASDAQ,USD,ETF,
DFLI,Chardan NexTech Acquisition 2 Corp,USA,NASDAQ,USD,Common Stock,
DFLIW,Chardan NexTech Acquisition 2 Corp,USA,NASDAQ,USD,Common Stock,
DGCB,Dimensional Global Credit ETF,USA,NASDAQ,USD,ETF,
DGHI,Digihost Technology Inc,USA,NASDAQ,USD,Common Stock,CA25381D2068
DGICA,Donegal Group A Inc,USA,NASDAQ,USD,Common Stock,US2577012014
DGICB,Donegal Group B Inc,USA,NASDAQ,USD,Common Stock,US2577013004
DGII,Digi International Inc,USA,NASDAQ,USD,Common Stock,US2537981027
DGLY,Digital Ally Inc,USA,NASDAQ,USD,Common Stock,US25382T1016
DGRE,WisdomTree Emerging Markets Quality Dividend Growth Fund,USA,NASDAQ,USD,ETF,US97717W3236
DGRS,WisdomTree U.S. SmallCap Quality Dividend Growth Fund,USA,NASDAQ,USD,ETF,US97717X6519
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,USA,NASDAQ,USD,ETF,US97717X6691
DH,Definitive Healthcare Corp,USA,NASDAQ,USD,Common Stock,US24477E1038
DHAI,"DIH Holdings US, Inc. Class A Common Stock",USA,NASDAQ,USD,Common Stock,
DHAIW,"DIH Holding US, Inc. Warrants",USA,NASDAQ,USD,Common Stock,
DHC,Diversified Healthcare Trust,USA,NASDAQ,USD,Common Stock,US25525P1075
DHCNI,DHCNI,USA,NASDAQ,USD,Common Stock,
DHCNL,Diversified Healthcare Trust,USA,NASDAQ,USD,Common Stock,
DHIL,Diamond Hill Investment Group Inc,USA,NASDAQ,USD,Common Stock,US25264R2076
DIBS,1Stdibs.Com Inc,USA,NASDAQ,USD,Common Stock,US3205511047
DIOD,Diodes Incorporated,USA,NASDAQ,USD,Common Stock,US2545431015
DIST,Distoken Acquisition Corporation Ordinary Shares,USA,NASDAQ,USD,Common Stock,
DISTR,Distoken Acquisition Corporation Right,USA,NASDAQ,USD,Common Stock,
DISTW,Distoken Acquisition Corporation Warrant,USA,NASDAQ,USD,Common Stock,
DIVD,Altrius Global Dividend ETF,USA,NASDAQ,USD,ETF,US02072L6561
DJCO,Daily Journal Corp,USA,NASDAQ,USD,Common Stock,US2339121046
DJT,Trump Media & Technology Group Corp.,USA,NASDAQ,USD,Common Stock,US25400Q1058
DJTWW,Trump Media & Technology Group Corp.,USA,NASDAQ,USD,Common Stock,
DKNG,DraftKings Inc,USA,NASDAQ,USD,Common Stock,US26142V1052
DLHC,DLH Holdings Corp,USA,NASDAQ,USD,Common Stock,US23335Q1004
DLO,Dlocal Ltd,USA,NASDAQ,USD,Common Stock,KYG290181018
DLPN,Dolphin Entertainment Inc,USA,NASDAQ,USD,Common Stock,US25686H2094
DLTH,Duluth Holdings Inc,USA,NASDAQ,USD,Common Stock,US26443V1017
DLTR,Dollar Tree Inc,USA,NASDAQ,USD,Common Stock,US2567461080
DMAC,DiaMedica Therapeutics Inc,USA,NASDAQ,USD,Common Stock,CA25253X2077
DMAT,Global X Disruptive Materials ETF,USA,NASDAQ,USD,ETF,US37960A8678
DMLP,Dorchester Minerals LP,USA,NASDAQ,USD,Common Stock,US25820R1059
DMRC,Digimarc Corporation,USA,NASDAQ,USD,Common Stock,US25381B1017
DMTK,DermTech Inc,USA,NASDAQ,USD,Common Stock,US24984K1051
DMXF,iShares ESG Advanced MSCI EAFE Index ETF,USA,NASDAQ,USD,ETF,US46436E7590
DNLI,Denali Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US24823R1059
DNTH,Dianthus Therapeutics Inc.,USA,NASDAQ,USD,Common Stock,
DNUT,Krispy Kreme Inc,USA,NASDAQ,USD,Common Stock,US50101L1061
DOCU,DocuSign Inc,USA,NASDAQ,USD,Common Stock,US2561631068
DOGZ,Dogness International Corp Class A,USA,NASDAQ,USD,Common Stock,VGG2788T1030
DOMH,Dominari Holdings Inc.,USA,NASDAQ,USD,Common Stock,
DOMO,Domo Inc,USA,NASDAQ,USD,Common Stock,US2575541055
DOOO,BRP Inc,USA,NASDAQ,USD,Common Stock,CA05577W2004
DORM,Dorman Products Inc,USA,NASDAQ,USD,Common Stock,US2582781009
DOX,Amdocs Ltd,USA,NASDAQ,USD,Common Stock,GB0022569080
DOYU,DouYu International Holdings,USA,NASDAQ,USD,Common Stock,US25985W1053
DPCS,DP Cap Acquisition I Corp,USA,NASDAQ,USD,Common Stock,KYG2R05B1000
DPCSU,DP Cap Acquisition I Corp Unit,USA,NASDAQ,USD,Unit,KYG2R05B1182
DPCSW,DP Cap Acquisition Corp I Warrants,USA,NASDAQ,USD,Common Stock,
DPRO,Draganfly Inc,USA,NASDAQ,USD,Common Stock,CA26142Q2053
DRCT,Direct Digital Holdings Inc,USA,NASDAQ,USD,Common Stock,US25461T1051
DRIO,DarioHealth Corp,USA,NASDAQ,USD,Common Stock,US23725P2092
DRIV,Global X Autonomous & Electric Vehicles ETF,USA,NASDAQ,USD,ETF,US37954Y6243
DRMA,Dermata Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US2498451085
DRMAW,Dermata Therapeutics Inc. Warrant,USA,NASDAQ,USD,Common Stock,
DRRX,Durect Corporation,USA,NASDAQ,USD,Common Stock,US2666051048
DRS,"Leonardo DRS, Inc. Common Stock",USA,NASDAQ,USD,Common Stock,US52661A1088
DRTS,Alpha Tau Medical Ltd,USA,NASDAQ,USD,Common Stock,IL0011839383
DRTSW,Alpha Tau Medical Ltd. Warrant,USA,NASDAQ,USD,Common Stock,
DRUG,Bright Minds Biosciences Inc,USA,NASDAQ,USD,Common Stock,CA10919W1086
DRVN,Driven Brands Holdings Inc,USA,NASDAQ,USD,Common Stock,US26210V1026
DSGN,Design Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US25056L1035
DSGR,Distribution Solutions Group Inc,USA,NASDAQ,USD,Common Stock,US5207761058
DSGX,Descartes Systems Group Inc,USA,NASDAQ,USD,Common Stock,CA2499061083
DSP,Viant Technology Inc,USA,NASDAQ,USD,Common Stock,US92557A1016
DSWL,Deswell Industries Inc,USA,NASDAQ,USD,Common Stock,VG2506391011
DSY,Big Tree Cloud Holdings Limited Ordinary Shares,USA,NASDAQ,USD,Common Stock,
DSYWW,Big Tree Cloud Holdings Limited Warrants,USA,NASDAQ,USD,Common Stock,
DTCK,Davis Commodities Limited Ordinary Shares,USA,NASDAQ,USD,Common Stock,
DTCR,Global X Data Center & Digital Infrastructure ETF,USA,NASDAQ,USD,ETF,
DTI,Drilling Tools International Corp.,USA,NASDAQ,USD,Common Stock,
DTIL,Precision BioSciences Inc,USA,NASDAQ,USD,Common Stock,US74019P1084
DTSQU,DT Cloud Star Acquisition Corporation Units,USA,NASDAQ,USD,Common Stock,
DTSS,Datasea Inc,USA,NASDAQ,USD,Common Stock,US2381162062
DTST,Data Storage Corp,USA,NASDAQ,USD,Common Stock,US23786R2013
DTSTW,Data Storage Corporation,USA,NASDAQ,USD,Common Stock,
DUET,DUET Acquisition Corp,USA,NASDAQ,USD,Common Stock,US26431Q1067
DUETU,DUET Acquisition Corp Unit,USA,NASDAQ,USD,Unit,US26431Q2057
DUETW,DUET Acquisition Corp. Warrant,USA,NASDAQ,USD,Common Stock,
DUKX,Ocean Park International ETF,USA,NASDAQ,USD,ETF,
DUO,Fangdd Network Group Ltd,USA,NASDAQ,USD,Common Stock,US30712L2088
DUOL,Duolingo Inc,USA,NASDAQ,USD,Common Stock,US26603R1068
DUOT,Duos Technologies Group Inc,USA,NASDAQ,USD,Common Stock,US2660424076
DVAL,BrandywineGLOBAL - Dynamic US Large Cap Value ETF,USA,NASDAQ,USD,ETF,US35473P4625
DVAX,Dynavax Technologies Corporation,USA,NASDAQ,USD,Common Stock,US2681582019
DVLU,First Trust Dorsey Wright Momentum & Value ETF,USA,NASDAQ,USD,ETF,US33741L2079
DVOL,First Trust Dorsey Wright Momentum & Low Volatility ETF,USA,NASDAQ,USD,ETF,US33741L1089
DVY,iShares Select Dividend ETF,USA,NASDAQ,USD,ETF,US4642871689
DWAS,Invesco DWA SmallCap Momentum ETF,USA,NASDAQ,USD,ETF,US46138E8425
DWAT,Arrow DWA Tactical: Macro ETF,USA,NASDAQ,USD,ETF,US0427657921
DWAW,AdvisorShares Dorsey Wright FSM All Cap World ETF,USA,NASDAQ,USD,ETF,US00768Y4796
DWSH,AdvisorShares Dorsey Wright Short,USA,NASDAQ,USD,ETF,US00768Y5298
DWSN,Dawson Geophysical Company,USA,NASDAQ,USD,Common Stock,US2393601008
DWUS,AdvisorShares Dorsey Wright FSM US Core ETF,USA,NASDAQ,USD,ETF,US00768Y4879
DXCM,DexCom Inc,USA,NASDAQ,USD,Common Stock,US2521311074
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,USA,NASDAQ,USD,ETF,US97717W5215
DXLG,Destination XL Group Inc,USA,NASDAQ,USD,Common Stock,US25065K1043
DXPE,DXP Enterprises Inc,USA,NASDAQ,USD,Common Stock,US2333774071
DXR,Daxor Corporation,USA,NASDAQ,USD,Common Stock,US2394671034
DXYN,The Dixie Group Inc,USA,NASDAQ,USD,Common Stock,US2555191004
DYAI,Dyadic International Inc,USA,NASDAQ,USD,Common Stock,US26745T1016
DYCQ,DT Cloud Acquisition Corporation Ordinary Shares,USA,NASDAQ,USD,Common Stock,
DYCQR,DT Cloud Acquisition Corporation Right,USA,NASDAQ,USD,Common Stock,
DYFI,IDX Dynamic Fixed Income ETF,USA,NASDAQ,USD,ETF,
DYN,Dyne Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US26818M1080
DYNI,IDX Dynamic Innovation ETF,USA,NASDAQ,USD,ETF,
DYNT,Dynatronics Corporation,USA,NASDAQ,USD,Common Stock,US2681574016
DYTA,SGI Dynamic Tactical ETF,USA,NASDAQ,USD,ETF,US74933W5774
EA,Electronic Arts Inc,USA,NASDAQ,USD,Common Stock,US2855121099
EAST,Eastside Distilling Inc,USA,NASDAQ,USD,Common Stock,US2778023026
EBAY,eBay Inc,USA,NASDAQ,USD,Common Stock,US2786421030
EBC,Eastern Bankshares Inc,USA,NASDAQ,USD,Common Stock,US27627N1054
EBIZ,Global X E-commerce ETF,USA,NASDAQ,USD,ETF,US37954Y4677
EBMT,Eagle Bancorp Montana Inc,USA,NASDAQ,USD,Common Stock,US26942G1004
EBON,Ebang International Holdings,USA,NASDAQ,USD,Common Stock,KYG3R33A1063
EBTC,Enterprise Bancorp Inc,USA,NASDAQ,USD,Common Stock,US2936681095
ECBK,ECB Bancorp Inc.,USA,NASDAQ,USD,Common Stock,
ECDA,ECD Automotive Design Inc,USA,NASDAQ,USD,Common Stock,
ECDAW,ECD Automotive Design Inc,USA,NASDAQ,USD,Common Stock,
ECOR,Electrocore LLC,USA,NASDAQ,USD,Common Stock,US28531P1030
ECOW,Pacer Emerging Markets Cash Cows 100 ETF,USA,NASDAQ,USD,ETF,US69374H8658
ECPG,Encore Capital Group Inc,USA,NASDAQ,USD,Common Stock,US2925541029
ECX,ECARX Holdings Inc. Class A Ordinary shares,USA,NASDAQ,USD,Common Stock,
ECXWW,ECARX Holdings Inc. Warrants,USA,NASDAQ,USD,Common Stock,
EDAP,EDAP TMS SA,USA,NASDAQ,USD,Common Stock,US2683111072
EDBL,Edible Garden AG Inc,USA,NASDAQ,USD,Common Stock,US28059P1057
EDBLW,Edible Garden AG Incorporated,USA,NASDAQ,USD,Common Stock,
EDIT,Editas Medicine Inc,USA,NASDAQ,USD,Common Stock,US28106W1036
EDOC,Global X Telemedicine & Digital Health ETF,USA,NASDAQ,USD,ETF,US37954Y2853
EDRY,EuroDry Ltd,USA,NASDAQ,USD,Common Stock,MHY235081079
EDSA,Edesa Biotech Inc,USA,NASDAQ,USD,Common Stock,CA27966L1085
EDTK,Skillful Craftsman Education Tech,USA,NASDAQ,USD,Common Stock,KYG8211A1085
EDUC,Educational Development Corporation,USA,NASDAQ,USD,Common Stock,US2814791057
EEFT,Euronet Worldwide Inc,USA,NASDAQ,USD,Common Stock,US2987361092
EEIQ,Elite Education Group International Ltd,USA,NASDAQ,USD,Common Stock,VGG3104J1003
EEMA,iShares MSCI Emerging Markets Asia ETF,USA,NASDAQ,USD,ETF,US4642864262
EFAS,Global X MSCI SuperDividend® EAFE ETF,USA,NASDAQ,USD,ETF,US37954Y6995
EFOI,Energy Focu,USA,NASDAQ,USD,Common Stock,US29268T4094
EFRA,iShares Environmental Infrastructure and Industrials ETF,USA,NASDAQ,USD,ETF,US46436E2542
EFSC,Enterprise Financial Services,USA,NASDAQ,USD,Common Stock,US2937121059
EFSCP,Enterprise Financial Services Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,USA,NASDAQ,USD,Preferred Stock,
EFTR,Effector Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US28202V1089
EGAN,eGain Corporation,USA,NASDAQ,USD,Common Stock,US28225C8064
EGBN,Eagle Bancorp Inc,USA,NASDAQ,USD,Common Stock,US2689481065
EGHT,8x8 Inc Common Stock,USA,NASDAQ,USD,Common Stock,US2829141009
EGIO,Edgio Inc,USA,NASDAQ,USD,Common Stock,US53261M1045
EGOX,Next.e.GO N.V. Ordinary Shares,USA,NASDAQ,USD,Common Stock,
EGOXF,EGOXF,USA,NASDAQ,USD,Common Stock,
EGRX,Eagle Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US2697961082
EH,Ehang Holdings Ltd,USA,NASDAQ,USD,Common Stock,US26853E1029
EHGO,Eshallgo Inc. Class A Ordinary Shares,USA,NASDAQ,USD,Common Stock,
EHLS,Even Herd Long Short ETF,USA,NASDAQ,USD,ETF,
EHTH,eHealth Inc,USA,NASDAQ,USD,Common Stock,US28238P1093
EIOAX,Ellington Income Opportunities Fund,USA,NASDAQ,USD,FUND,
EIOMX,Ellington Income Opportunities Fund,USA,NASDAQ,USD,FUND,
EJH,E-Home Household Service Holdings Ltd,USA,NASDAQ,USD,Common Stock,KYG2952X1043
EKG,First Trust Nasdaq Lux Digital Health Solutions ETF,USA,NASDAQ,USD,ETF,US33719L1061
EKSO,Ekso Bionics Holdings Inc,USA,NASDAQ,USD,Common Stock,US2826443010
ELAB,"Elevai Labs, Inc. Common Stock",USA,NASDAQ,USD,Common Stock,
ELBM,Electra Battery Materials Corp,USA,NASDAQ,USD,Common Stock,CA28474P2017
ELDN,Eledon Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US28617K1016
ELEV,Elevation Oncology Inc,USA,NASDAQ,USD,Common Stock,US28623U1016
ELSE,Electro-Sensors Inc,USA,NASDAQ,USD,Common Stock,US2852331022
ELTK,Eltek Ltd,USA,NASDAQ,USD,Common Stock,IL0010828411
ELTX,Elicio Therapeutics Inc.,USA,NASDAQ,USD,Common Stock,
ELUT,Elutia Inc.,USA,NASDAQ,USD,Common Stock,
ELVA,Electrovaya Inc. Common Shares,USA,NASDAQ,USD,Common Stock,
ELVN,Enliven Therapeutics Inc.,USA,NASDAQ,USD,Common Stock,US29337E1029
